name,denom,addr,state,lat,lon
Shiloh Church of Christ,Church of Christ,2605 County Road 344 Florence,AL,34.9643,-87.52891
St James United Methodist Church,United Methodist,610 Cox Creek Pkwy Florence,AL,34.844695,-87.651285
St John United Methodist Chr,United Methodist,457 County Road 7 Florence,AL,34.872495,-87.68321
St Joseph Catholic Church,Roman Catholic,1111 E College St Florence,AL,34.8047,-87.66358
St Michael Catholic Church,Roman Catholic,2751 County Road 30 Florence,AL,34.87506,-87.62569
Strait Gate Apostolic Church,Apostolic,812 E Tuscaloosa St Florence,AL,34.806765,-87.66779
The Fathers' House Church,Pentecostal,317 E Rasch Rd Florence,AL,34.8603,-87.68489
Three Forks Missionary Baptist,Southern Baptist Convention,28730 County Road 14 Florence,AL,34.80957,-87.72679
Trinity Episcopal Church,Episcopal,410 N Pine St Florence,AL,34.80287,-87.67879
Underwood Baptist,Southern Baptist Convention,5091 Highway 157 Florence,AL,34.87417,-87.70027
Victory Christian Fellowship,Non-Denominational,2302 Hough Rd Florence,AL,34.828625,-87.641265
Westminster Presbyterian Church,Presbyterian,1520 Rickwood Rd Florence,AL,34.828495,-87.658915
Wood Avenue Church of Christ,Churches of Christ,400 N Wood Ave Florence,AL,34.80485,-87.67541
Woodmont Baptist Church,Southern Baptist Convention,2001 Darby Dr Florence,AL,34.82949,-87.6547
Evergreen Baptist Church,Southern Baptist Convention,14930 County Road 2 Florence,AL,34.81447,-87.77212
Grace Crossroad Church,Apostolic,800 N. Patton St Florence,AL,34.818375,-87.65055
Grace House,Non-Denominational,1946 Florence Blvd Florence,AL,34.82295,-87.64915
Ransomed Community Church,Southern Baptist Convention,2001 Cloyd Blvd. Florence,AL,34.83681,-87.650905
First Baptist Church,Southern Baptist Convention,209 N Walnut St Florence,AL,34.80338,-87.67305
Mount Zion SDA Church Florence,Seventh Day Adventist,825 Pruitt St Florence,AL,34.79902,-87.68739
North Village Baptist Church,Southern Baptist Convention,8600 County Road 200 Florence,AL,34.836945,-87.736115
River Family Worship,Southern Baptist Convention,6001 County Road 47 Florence,AL,34.89387,-87.60854
Saint James Baptist Church,Baptist,225 Wallace St Florence,AL,34.80037,-87.68708
Armstead Chapel CME Church,Methodist,121 Simpson St Florence,AL,34.81909,-87.68041
Central Heights Church Of Christ,Church of Christ,Rr 4 Florence,AL,42.052666,19.488291
Chisholm Heights,Southern Baptist Convention,9195 Highway 17 Florence,AL,34.94951,-87.66895
Edgemont United Methodist Chr,United Methodist,1330 Eauclaire Ave Florence,AL,34.824165,-87.66465
Florence Christian Church,Other Christian,215B Ana Dr Florence,AL,34.83409,-87.63262
Heritage Fellowship,Southern Baptist Convention,113 Kingswood Dr Florence,AL,34.8366,-87.65812
Iglesia Cristiana Emanuel United Methodist Church,United Methodist,1701 Cole Ave Florence,AL,34.80457,-87.65185
Lee Heights Baptist,Southern Baptist Convention,139 Cox Creek Pkwy S Florence,AL,34.82895,-87.6279
Magnolia Church,Other Christian,2650 Vulcan Ave. Florence,AL,34.80492,-87.63946
New Beginning,Southern Baptist Convention,1604 Mockingbird Ct Ste D Florence,AL,34.836615,-87.653195
Pentecostals of Florence,United Pentecostal Church International,8588 County Road 200 Florence,AL,34.83763,-87.736575
St James Baptist Church,Baptist,950 Beale St Florence,AL,34.79922,-87.69142
Westside Church Of Christ,Church of Christ,1121 W Mobile St Florence,AL,34.79517,-87.69139
Broadway,Southern Baptist Convention,3215 Huntsville Rd Florence,AL,34.81702,-87.63866
Cloverdale First,Southern Baptist Convention,12165 Highway 157 Florence,AL,34.947205,-87.78131
Cloverdale First Baptist Church,Baptist,992 Cox Creek Pkwy Florence,AL,34.83926,-87.68474
Faith Temple Church Of God,Church of God,802 Kinnard St Florence,AL,34.79898,-87.68643
First United Pentecostal Church,United Pentecostal Church International,534 N Broadway St Florence,AL,34.823626,-87.639268
Florence Blvd Baptist Church,American Baptist Association,3315 Florence Blvd Florence,AL,34.83642,-87.60719
Grace,Southern Baptist Convention,2602 Cole Ave Florence,AL,34.80852,-87.64175
Johnson Crossroads Baptist,Southern Baptist Convention,1470 County Road 139 Florence,AL,34.96036,-87.75191
Morning Star Baptist Church,Baptist,301 N Royal Ave Florence,AL,34.80799,-87.66748
Mount Zion AME Church,African Methodist Episcopal,4435 County Road 189 Florence,AL,34.850515,-87.8691
Pentecostal Church,Pentecostal,502 N Broadway St Florence,AL,34.82247,-87.6389
Abiding Love Fellowship,Non-Denominational,17266 County Road 26 Foley,AL,30.39198,-87.72867
Calvary Baptist Church,Southern Baptist Convention,700 W Magnolia Ave Foley,AL,30.41072,-87.69631
Church Of Christ Of Foley,Church of Christ,202 W Orchid Ave Foley,AL,30.411638,-87.685416
Church Of Christ South Baldwin,Church of Christ,517 N Mckenzie St Foley,AL,30.4111,-87.68387
Faith Tabernacle Church,Non-Denominational,18109 Us Highway 98 Foley,AL,30.40733,-87.71491
First Baptist Church of Foley,Southern Baptist Convention,221 N Alston St Foley,AL,30.40448,-87.68465
First Presbyterian Church,Presbyterian,195 E Berry Ave Foley,AL,30.41812,-87.68118
Foley Christian Center,Assemblies of God,314 E Azalea Ave Foley,AL,30.39828,-87.679565
Foley Church of Christ,Churches of Christ,Hwy 98 Bay Minette,AL,30.69066,-88.05915409
Foley Church Of God,Church of God,14255 Highway 59 Foley,AL,30.440297,-87.683222
Foley United Methodist Church,United Methodist,915 N Pine St Foley,AL,30.41586,-87.68779
Joy Tabernacle Church,Non-Denominational,522 W Marigold Ave Foley,AL,30.412855,-87.69361
Lifepoint Church,Full Gospel,509 Linda Ct Foley,AL,30.42528,-87.692755
Morning Star Baptist Church,Baptist,801 E Jefferson Ave Foley,AL,30.39864,-87.66821
New Covenant Church,Evangelical Covenant,17342 Us Highway 98 Foley,AL,30.4059,-87.728585
New Life In Christ Church,Interdenominational,102 E Berry Ave Foley,AL,30.4177,-87.68176
Pleasant View,Southern Baptist Convention,19197 County Road 12 S Foley,AL,30.35614,-87.69779
Riviera Community Church,Community,1740 S Juniper St Foley,AL,30.38694,-87.67567
Saint Paul Lutheran Church,Lutheran Church of Missouri Synod,400 N Alston St Foley,AL,30.410155,-87.684605
St Margaret of Scotland,Roman Catholic,601 W Laurel Ave Foley,AL,30.40584,-87.69518
Swift Presbyterian Church,Presbyterian,23208 Swift Church Rd Foley,AL,30.37537,-87.62857
Vernant Park,Southern Baptist Convention,10891 Vernant Church Rd Foley,AL,30.38194,-87.805
Victory Baptist Church,American Baptist Association,21770 Us Highway 98 Foley,AL,30.40645,-87.653075
Abundant Life Apostolic Church,Apostolic,2209 N McKenzie St Foley,AL,30.4333,-87.6833
Crosspoint Baptist Church of Foley,Baptist- Independent,9790 County Road 65 Foley,AL,30.36705,-87.71498
eternal love ministries fellowship,Other Christian,15765 state hwy 59 north foley,AL,30.45492,-87.6896
Faith Factory Gulf Coast,Open Bible,17927 Samantha dr. Foley,AL,30.40423,-87.718425
South Baldwin Christian Church Disciples of Christ,Other Christian,19489 West Keller Road Foley,AL,30.34117,-87.69225
Saint Paul's Church,Episcopal,506 N Pine St Foley,AL,30.41091,-87.6871
Victory Life Church,Non-Denominational,20511 County Road 12 S Foley,AL,30.35579,-87.67104
Little Rock Missionary Baptist Church,Baptist,17542 Little Rock Rd Foley,AL,30.42186,-87.72602
Living Oaks Family Church,Non-Denominational,300 N Alston St Foley,AL,30.408885,-87.684615
Straight Path Church Of God In Christ,Church of God in Christ,201 N Cypress St Foley,AL,30.40805,-87.68082
Foley Apostolic Church,United Pentecostal Church International,209 W Berry Ave Foley,AL,30.41809,-87.68631
Rightly Dividing The Word Church,Non-Denominational,1702 S Cedar St Foley,AL,30.38819,-87.69227
South Baldwin Christian Church,Disciples of Christ,19489 Keller Rd Foley,AL,30.34148,-87.69186
The Way The Truth and The Life Church,Non-Denominational,17665 Little Rock Rd Foley,AL,30.4214,-87.72305
Grants Creek Baptist Church,Southern Baptist Convention,13396 Grants Creek Rd Fosters,AL,33.09615,-87.70522
Victorious Life Church,Non-Denominational,15360 Sylvan Loop Rd Fosters,AL,33.06832,-87.70149
Zion Hill Ame Church,Methodist,14036 Dry Creek Rd Fosters,AL,33.11317,-87.6689
Eureka Baptist Church,Southern Baptist Convention,195 Eureka Rd Franklin,AL,31.63216,-87.45263
Faith Chapel,Non-Denominational,4145 County Road 61 Franklin,AL,31.68174,-87.43535
Good Hope Baptist Church,Baptist,1850 Lock And Dam Rd Franklin,AL,31.616007,-87.542109
Pilgrim Rest Baptist Church,Baptist,4990 County Road 17 Franklin,AL,31.647148,-87.481802
Franklin Church Of God,Church of God,3390 County Road 61 Franklin,AL,31.67398,-87.43512
Friendship,Southern Baptist Convention,6266 County Road 31 Frankville,AL,31.68741,-88.17987
Fruitdale Baptist Church,Baptist,Rr 1 Fruitdale,AL,36.53621,-91.51479
Four Points Baptist Church,Southern Baptist Convention,13007 Highway 45 Fruitdale,AL,31.30229,-88.36606
South Oak Grove,Southern Baptist Convention,824 Firetower Rd Fruitdale,AL,31.39809,-88.38068
Pilgrim's Rest #1,Southern Baptist Convention,2211 County Road 205 Fruithurst,AL,33.80161,-85.43947
Fruithurst Baptist Church,Southern Baptist Convention,125 School St Fruithurst,AL,33.73213,-85.43363
Church of the Highlands Fultondale Campus,Other Christian,91 Black Creed Rd Tarrant,AL,33.61004,-86.77065
Coalburg Pentecostal Holiness Church,Pentecostal,3634 Shady Grove Rd Fultondale,AL,33.61307,-86.85115
Colberg Independent Baptist Church,Baptist,3530 Shady Grove Rd Fultondale,AL,33.610575,-86.852035
Fultondale First Baptist Church,Southern Baptist Convention,409 Main St Fultondale,AL,33.604205,-86.80006
Walker's Chapel Baptist Church,Baptist,1525 Briscoe St Fultondale,AL,33.60365,-86.825605
Fultondale Church of Christ,Church of Christ,2005 Elwood Drive Fultondale,AL,33.611122,-86.826681
Fulton Springs,Southern Baptist Convention,2217 Fulton Rd Fultondale,AL,33.61759,-86.802635
Harvest Time Tabernacle,Full Gospel,2209 Fulton Rd Fultondale,AL,33.616945,-86.803115
New Hope Ministries,International Pentecostal Holiness,3680 Shady Grove Rd Fultondale,AL,33.61459,-86.851215
Living Hope Ministries,Non-Denominational,3524 Decatur Hwy Fultondale,AL,33.629465,-86.80604
Beulah Baptist Church,Southern Baptist Convention,3146 County Road 33 Fyffe,AL,34.4049,-85.95204
Fyffe First Baptist Church,Southern Baptist Convention,198 Church Rd Fyffe,AL,34.390443,-85.988464
New Life Baptist Church,Southern Baptist Convention,727 County Road 47 Fyffe,AL,34.49716,-85.93215
Prospect Baptist Church,Southern Baptist Convention,10218 County Road 72 Fyffe,AL,34.41823,-85.95722
Corinth Baptist Church,Southern Baptist Convention,328 Church Rd Fyffe,AL,34.390326,-85.988256
Highway,Church of God (Pentecostal),515 Church Rd Fyffe,AL,34.39254,-85.9687
New Genesis Baptist Church,NA,5264 County Road 72 Fyffe,AL,34.432409,-85.887502
New Hope Baptist Church,Southern Baptist Convention,200 County Road 70 Fyffe,AL,34.394346,-86.021131
Tenbroeck Baptist Church,Southern Baptist Convention,848 County Road 43 Fyffe,AL,34.45084,-85.97955
16Th Street Baptist Church,Baptist,201 N 16th St Gadsden,AL,34.02021,-86.02667
Antioch Baptist Church,Baptist,2103 E Broad St Gadsden,AL,33.990445,-85.972557
Aoh Church Of God Number One,Church of God,1409 Short Spruce St Gadsden,AL,34.00726,-86.02505
Bellevue,Southern Baptist Convention,150 Noccalula Dr Gadsden,AL,34.03844,-86.01427
Bellevue United Methodist Church,United Methodist,209 Mary Lou Cir Gadsden,AL,34.037435,-86.00997
Bethlehem Baptist Church,Baptist,1401 Emanuel St Gadsden,AL,34.003385,-86.04446
Calvary Baptist,Southern Baptist Convention,1145 Hoke St Gadsden,AL,34.002335,-85.9638
Cathedral Of Praise Church Of God,Church of God (Pentecostal),2703 W Meighan Blvd Gadsden,AL,34.02265,-86.04783
Church of Chirst-Rainbow,Non-Denominational,2201 Rainbow Dr Gadsden,AL,33.97229,-86.019235
Church Of Christ Of Central,Church of Christ,907 3rd Ave Gadsden,AL,34.015605,-86.013935
Church Of Christ Of Glencoe,Church of Christ,1318 Taylor Rd Glencoe,AL,33.979805,-85.926335
Church of the Highlands Gadsden Campus,Other Christian,1917 Black Creek Parkway Gadsden,AL,33.9959,-86.03779
Church of the Holy Comforter,Non-Denominational,156 S 9th St Gadsden,AL,34.01474,-86.01374
Church On The Rock,United Pentecostal Church International,2500 Sansom Ave Gadsden,AL,34.02114,-86.04168
Dwight Baptist Church,Southern Baptist Convention,520 N 29th St Gadsden,AL,34.02425,-86.05059
East Gadsden Baptist Church,Southern Baptist Convention,211 N 6th St Gadsden,AL,34.00546,-85.98426
East Gadsden United Methodist Church,United Methodist,201 S 8th St Gadsden,AL,34.0019,-85.9876
Edgewood Baptist Church,Baptist,1727 Mount Zion Ave Gadsden,AL,34.000245,-86.042715
Fairview Baptist Church,Baptist,5295 Fairview Rd Gadsden,AL,34.09129,-85.99364
Fellowship Baptist Church,Baptist,807 Avenue C Gadsden,AL,34.02493,-86.00771
First Baptist Church,Southern Baptist Convention,235 S 5th St Gadsden,AL,34.01188,-86.007115
First Baptist Church Alabama,Baptist,101 N 29th St Gadsden,AL,34.01956,-86.048809
First Baptist of Southside,Baptist,2560 Mountain View Dr Gadsden,AL,33.915695,-86.014755
First Presbyterian Church,Presbyterian,827 Steele Station Rd Rainbow City,AL,33.97579,-86.05469
First United Methodist Church,United Methodist,115 S 5th St Gadsden,AL,34.01354,-86.00632
First United Methodist Church of RAINBOW CITY,United Methodist,3208 Rainbow Dr Rainbow City,AL,33.96147,-86.03105
Forrest Avenue Baptist Church,Baptist,2501 Forrest Ave Gadsden,AL,34.019405,-86.04214
Friendship Baptist Church,Baptist,234 N 6th St Gadsden,AL,34.01791,-86.00577
Gadsden Christian Fellowship,Interdenominational,719 Nunnally Ave Gadsden,AL,33.97063,-85.96079
Galilee Baptist Church,Baptist,904 S 16th St Gadsden,AL,34.010047,-86.027068
Goldenrod Avenue,Southern Baptist Convention,505 Goldenrod Ave Gadsden,AL,34.039025,-85.964082
Goodyear Heights Baptist Church,Southern Baptist Convention,608 Kaying Rd N Gadsden,AL,33.99827,-85.94157
Gospel Temple Christian Center,Non-Denominational,48 Lake Hardin Rd Gadsden,AL,34.099705,-85.93976
Gospel Truth Lighthouse,Non-Denominational,2315 Hill Ave Gadsden,AL,34.01727,-86.03908
Grace Baptist Church,Baptist,1403 Malone St Gadsden,AL,34.020805,-86.023875
Handy Chapel Ame Church,African Methodist Episcopal,901 Rogers St Gadsden,AL,34.0263,-86.01018
Henry Street Church Of Christ,Church of Christ,309 Henry St Gadsden,AL,34.018535,-86.008545
Holiness Gospel Church Of God,Church of God,1160 Braid Ave Gadsden,AL,34.02542,-86.01981
James Memorial,Southern Baptist Convention,2125 Ewing Ave Gadsden,AL,34.0475,-85.962395
Living Truth Christian Center,Non-Denominational,216 Pinehurst St Gadsden,AL,33.99254,-85.98078
Lookout Avenue,Southern Baptist Convention,2410 Lookout Ave Gadsden,AL,34.0322,-86.04229
Louis St Baptist Church,Baptist,270 Louis St Gadsden,AL,33.97915,-85.95887
Macedonia,Southern Baptist Convention,2040 Macedonia Rd Gadsden,AL,34.062055,-85.85384
Malone Baptist Church,Baptist,1117 Dwight Ave Gadsden,AL,34.03166,-86.03984
Meadowbrook Baptist Church,Southern Baptist Convention,2525 Rainbow Dr Gadsden,AL,33.96807,-86.02521
Mission Baptist Church,Baptist,1115 Tuscaloosa Ave Gadsden,AL,34.02518,-86.017426
Mount Pilgrim Baptist Church,Baptist,408 N 9th St Gadsden,AL,34.019385,-86.011785
Mount Zion Baptist Church,Baptist,1051 Pulltight Rd Gadsden,AL,34.087785,-85.87664
New Season Assembly of God,Assemblies of God,3255 Highway 77 Gadsden,AL,33.90673,-86.02471
Noccalula Church Of God,Church of God,1209 Noccalula Rd Gadsden,AL,34.03447,-86.02407
North Gadsden Baptist Church,Baptist,339 Ewing Ave Gadsden,AL,34.02181,-85.99117
North Gadsden Church Of Christ,Church of Christ,2112 Ewing Ave Gadsden,AL,34.04812,-85.96324
North Highland Baptist Church,Baptist,115 Princeton Ave Gadsden,AL,34.03137,-85.97854
Oak Grove Baptist Church,Baptist,1208 Florence Ave Gadsden,AL,33.99754,-85.960385
Paden Baptist Church,Southern Baptist Convention,900 Padenreich Ave Gadsden,AL,33.984535,-85.98611
Parkway Community Church of the Christian and MA,Christian and Missionary Alliance,223 Parkway Pl Gadsden,AL,34.03719,-86.02084
Pure Holiness Church Of God,Church of God,1115 Bonton Ave Gadsden,AL,33.99628,-85.96255
Restoration House Ministries,Apostolic,815 S 12th St Gadsden,AL,34.01099,-86.02165
Rising Star Aoh Church Of God,Church of God,1101 Tuscaloosa Ave Gadsden,AL,34.02899,-86.04309
Riverbend Baptist Church,Southern Baptist Convention,474 Lake Wood Dr Gadsden,AL,33.94597,-86
Rivereast Baptist,Southern Baptist Convention,612 Chastain Blvd W Gadsden,AL,33.96321,-85.93914
Saint Paul Overcoming Church Of God,Church of God,523 Pioneer St Gadsden,AL,33.98773,-85.98223
Shiloh Baptist Church,Baptist,1037 Tuscaloosa Ave Gadsden,AL,34.024745,-86.0144
Southside United Methodist Chr,United Methodist,2438 Cedar Bend Rd N Gadsden,AL,33.92411,-86.03251
Spiritual Israei Church,Messianic Judaism,1601 Springfield Ave Gadsden,AL,33.99527,-85.953935
St James Catholic Church,Roman Catholic,622 Chestnut St Gadsden,AL,34.013595,-86.008125
Trinity Baptist Church,Baptist,2955 Fairview Rd Gadsden,AL,34.06592,-86.014285
Trinity Lutheran Church,Lutheran Church of Missouri Synod,1885 Rainbow Dr Gadsden,AL,33.97792,-86.01102
Trinity Presbyterian Church,Presbyterian,1003 Albert Rains Blvd Gadsden,AL,34.02975,-85.98237
Twelfth Street Baptist Church,Southern Baptist Convention,800 W Grand Ave Rainbow City,AL,33.97313,-86.05839
Union Hill United Methodist Church,United Methodist,2905 Tidmore Bend Rd Gadsden,AL,34.02528,-85.92707
United Christian Church,Non-Denominational,2818 Sansom Ave Gadsden,AL,34.020615,-86.048962
Victory Temple Church Of God,Church of God,1315 Poplar St Gadsden,AL,33.99874,-85.96083
Walnut Park Baptist Church,Southern Baptist Convention,300 Wilson St Gadsden,AL,34.01607,-86.058755
West End Baptist Church,Southern Baptist Convention,312 Henderson St Gadsden,AL,34.014905,-86.0628
